text,label
9、bt项目回款风险,0
四、公司控股股东和实际控制人的基本情况,5
四、公司治理和组织结构,9
1、正面,0
第一条债券发行依据,0
（三）所在行业状况,15
（四）政策风险,0
（三）发行人治理结构及其运行情况,9
（三）争议解决方式,0
十二、关联方及关联交易情况,16
（一）发行人获得主要贷款银行的授信情况,0
二、未决诉讼或仲裁,20
11、监事会办公室,0
3、拟变更债券受托管理人或者受托管理协议的主要内容；,0
1）长期借款,0
9、行使法律、行政法规、部门规章、规范性文件和《债券持有人会议规则》赋予债券持有人会议的其他职权。,0
1、各类生产、经营许可证,0
十三、发行人信息披露工作安排,0
十四、内部管理制度,11
第十三条偿债保证措施,3
5、北京中海投资管理有限公司（以下简称“中海投公司”）,0
重大事项提示,1
19、拟上市地：上海证券交易所。,0
二、债券名称：2020年邵东新区开发建设投资有限责任公司公司债券（简称“20邵东新区债”）。,0
九、公司治理,9
（3）持续督导发行人履行还本付息义务及有关承诺；,0
六、有息负债分析,19
3、债券持有人会议采取记名方式投票表决。,0
第十六条法律意见,0
五、发行人控股股东和实际控制人基本情况,5
（一）发行人的组织结构,10
（二）发行人股东持股情况,0
4、项目建设进度和资金来源,0
（一）发行人最近一年末有息债务情况,19
11、在本次债券存续期内，发行人应尽最大合理努力维持债券上市交易。,0
七、信息披露工作安排及投资者关系管理,0
3、监事和监事会,0
（四）发行人内部管理制度,11
2、公司主要被投资企业所属行业现状,0
7、债务资本比率=全部债务/（全部债务+所有者权益）,0
七、发行人有息债务情况,19
（十六）平阳县水头镇径川东路南侧c03地块农民经济适用房停车场,0
（四）关联交易制度,16
14、存货周转率=营业成本/存货平均余额,0
（二）报告期公司合并范围的变更情况,0
五、公司控股股东和实际控制人基本情况,5
四、发行人对其他企业的重要权益投资情况,7
13、在本次债券存续期内，发行人应尽最大合理努力维持债券上市交易。,0
五、有息债务分析,19
10、利息登记日：本期债券的利息登记日按照上海证券交易所和债券登记机构的相关规定确定。,0
三、跟踪评级安排,0
十、发行人经营方针及战略,17
四、公司治理和组织结构,9
一、偿债计划,0
（二）重大未决诉讼、仲裁或行政处罚情况,20
（二）是公司降低财务风险的需要,0
24、拟上市交易流通场所：上海证券交易所。,0
（一）受限资产情况,0
三、发行人对其他企业的权益投资情况,7
（4）法律、行政法规、部门规章、规范性文件以及上海证券交易所相关业务规则规定的其他职责。,0
（二）分销商：西部证券股份有限公司,0
四、发行人董事、监事、高级管理人员情况,12
七、发行人关联交易情况,16
第二节风险因素,2
二、发行人的设立及历史沿革情况,4
四、控股股东和实际控制人,5
五、未来业务目标及未来经营的可持续性,17
十一、关联方及关联交易,16
一、发行人主营业务情况,14
三、本期债券发行的有关当事人,0
（五）资信评级机构：中诚信证券评估有限公司,0
八、发行人所处行业基本情况,15
（一）财务风险,0
5、项目法人,0
六、发行人治理结构与内部管理制度,11
（二）有利于提高发行人运营的稳定性,0
重大事项提示,1
10、有权依照法律法规与其他企业、事业单位联营；,0
1、未决诉讼或仲裁形成的或有负债及其财务影响,20
七、发行人主要业务及业务经营情况,14
（一）发行人经营范围,0
（三）发行人的独立性,6
十、发展战略目标,17
七、发行人董事、监事、高级管理人员的基本情况,12
6、在债券存续期间，发行人发生其他对本期债券的按期兑付产生重大不利影响的情形。,0
（二）母公司财务报表,0
三、股东情况,0
第二节风险因素,2
重大事项提示,1
四、发行人对其他企业的重要权益投资情况,7
五、发行人董事、监事及其他非董事高级管理人员情况,12
（五）发行人的市场地位及竞争优势,0
四、本期债券募集资金运用对公司财务状况的影响,0
（七）资信评级机构：中诚信证券评估有限公司,0
2、原材料采购风险,0
四、本期债券发行及上市安排,0
（六）未来业务目标及盈利能力的可持续性,17
十六、发行人内部管理制度的建立及运行情况,11
第二节风险因素,2
（一）债券持有人会议的权限范围,0
5、土地开发及转让业务,0
1、合并资产负债表,0
（四）对发行人进行现场检查；,0
6、履行对所监管企业工资分配的监管职责，制定所监管企业管理者收入分配办法并组织实施。,0
重大事项提示,1
四、发行人董事、监事、高级管理人员基本情况,12
第二章风险因素,2
九、公司法人治理结构,9
重大事项提示,1
（一）发行人的组织结构,10
５、存货周转率=营业成本/存货平均余额,0
2、未决诉讼或仲裁事项,20
（二）董事、监事及高级管理人员简历,13
四、发行人对其他企业的重要权益投资情况,7
1、财务数据的基准日为2015年12月31日；,0
（二）发行人所处行业情况,15
（二）流动性风险,0
4、债券存续期间，海通证券应当按照规定和约定履行下列受托管理职责，维护债券持有人的利益：,0
（七）债券形式,0
（二）资金管理控制,0
16、除上述各项外，受托管理人还应当履行以下职责：,0
六、发行人的法人治理结构及运行情况,9
六、有息债务情况,19
（四）发行人的独立性,6
六、关联交易情况,16
第二节风险因素,2
七、董事、监事及高级管理人员情况,12
1、《债券受托管理协议》第三条规定，发行人享有以下权利：,0
2、历史沿革,4
（三）假设本期债券募集资金净额15亿元计入2019年9月末的资产负债表；,0
（三）公司未决诉讼或仲裁事项,20
四、发行人公司治理和组织结构,9
一、最近三年的财务报表,0
（二）诉讼情况,20
第二节风险因素,2
三、偿债应急保障方案,0
（六）关联交易情况,16
（一）关联方及关联关系,0
（三）平阳县公用事业投资有限公司,0
十四、关联交易,16
四、发行人重要权益投资情况,7
6、债券持有人出具的委托他人出席债券持有人会议的投票代理委托书应当载明下列内容：,0
2、项目建设风险,0
一、发行人主营业务情况,14
五、公司组织结构和重要权益投资情况,7
六、本期债券基本要素,0
（四）发行人与控股股东及实际控制人之间的独立性,6
十二、发行人的独立性,6
（一）有息债务总余额,19
18、承销方式：本期债券由主承销商采取余额包销方式承销。,0
六、发行人的股权结构及权益投资情况,7
一、资信评级机构及信用评级情况,0
二、偿债保障措施,3
2、证券市场概况,0
十三、公司治理情况,9
六、发行人的控股股东、实际控制人情况,5
七、发行人董事、监事及高级管理人员情况,12
（二）牵头主承销商,0
第三节风险因素,2
二、发行人历史沿革及重大资产重组情况,4
十一、发行人独立性情况,6
二、其他融资情况,0
七、发行人关联交易情况,16
重大事项提示,1
七、簿记管理人：国信证券股份有限公司,0
十七、公司面临成长性风险及经营业绩下滑的风险,0
五、管理层讨论与分析,0
（一）本期债券发行前有息债务情况,19
（一）外部融资渠道,0
五、重要权益投资情况,7
（二）执行董事、监事、高级管理人员简历,13
（四）发行人2015年财务报表合并范围及变动情况,0
（二）发行人董事及高级管理人员简历,13
2、营业支出分析,0
六、偿债保障措施,3
12、融资管理制度,0
8、关联交易管理,0
五、发行人的发展规划,17
（一）有息债务总余额,19
二、债券持有人行使权利的形式,0
（一）利安达会计师事务所（特殊普通合伙）,0
（二）发行人组织结构图,0
五、发行人主营业务情况,14
二、历史沿革,4
（四）机构独立情况,0
三、发行人控股股东及实际控制人情况,5
四、偿债保障措施,3
八、发行人董事、监事、高级管理人员的基本情况,12
一、本次发行的批准情况,0
2、本期债券存续期间定期信息披露,0
3）营业利润、净利润分析,0
（七）发行人关联交易情况,16
重大事项提示,1
1、利息费用增长风险,0
4、发行人的竞争优势,0
二、偿债保障措施,3
26、募集资金专项账户：发行人在招商银行股份有限公司广州分行开立募集资金专项账户。,0
重大事项提示,1
8、关联交易管理,0
2、经营活动现金流量净额下降风险,0
六、发行人所处行业的基本情况,15
2、项目批复,0
第十五条风险与对策,2
31、税务提示：根据国家有关税收法律、法规的规定，投资者投资本期债券所应缴纳的税款由投资者承担。,0
七、发行人所处行业的基本情况,15
重大事项提示,1
1、四川省铁路产业投资集团有限责任公司,0
8、关联交易管理,0
第二节风险因素,2
（一）产业政策风险与对策,0
2、发行人在行业中的竞争优势,0
十二、公司内部管理制度的建立及运行情况,11
（二）发行人报告期内的重大资产重组情况,0
（二）主要子公司基本情况,7
（二）经营风险,0
（四）发行人发生未能清偿到期债务的违约情况；,0
四、偿债保障措施,3
（四）政策风险,0
五、发行人违约责任,0
（二）董事、监事及高级管理人员简历,13
（三）本期债券的基本条款,0
（三）偿债能力分析,0
（三）发行人公司治理情况,9
三、最近三年公司财务报表合并范围变化情况,0
（三）发行人所处行业环境,15
（七）平阳县瓯南资产管理有限公司,0
二、发行人对其他企业的重要权益投资情况,7
（一）资产负债结构分析,0
六、公司控股股东及实际控制人基本情况,5
（一）利率风险,0
六、有息负债分析,19
（六）有息负债增加较快的风险与对策,0
（五）制定并严格执行资金管理计划,0
15、北京海国永丰科技有限责任公司（以下简称“海国永丰”）,0
（三）证券投资业务,0
2、偿债压力有所增加。债务规模持续上升，偿债能力及流动性管理等方面需进一步加强。,0
2）立项通过后，进一步进行尽职调查和研究，形成可行性研究报告；,0
（二）经营风险,0
1、宏观调控政策变化可能产生的风险,0
（八）募投项目收益不确定性风险与对策,0
八、发行人内部管理制度的建立及运行情况,11
五、发行人董事、监事和高级管理人员的基本情况,12
（四）公司所在行业竞争格局,15
2、具体措施,0
十六、发行人内部管理制度的建立及运行情况,11
五、偿债保障措施,3
2、2015年新纳入合并报表的子公司情况,0
（一）发行人的组织结构图,0
（五）利益冲突的风险防范机制,0
12、邮政编码：610041,0
8）发行人作出减资、合并、分立、解散、申请破产的决定；,0
（三）发行人主营业务情况,14
3、根据国家税收法律、法规，投资者投资本期债券应缴纳的有关税金由投资者自行承担。,0
七、发行人独立性,6
（二）现任董事、监事、高级管理人员从业简历,13
（二）重大会计政策变更,18
1、关联方应收账款,0
（一）发行人的设立及最近三年实际控制人变化情况,0
（二）实际控制人对其他企业的重要投资情况,0
五、董事、监事和高级管理人员的基本情况,12
（三）受托管理人的权利、职责和义务,0
1、截至本募集说明书出具之日，公司直接和间接控股子公司合计48家，具体如下：,0
二、税务提示：根据国家税收法律、法规，投资本期债券应缴纳的有关税金由投资者自行承担。,0
二、《债券受托管理协议》主要内容,0
1、主营业务基本情况,14
（二）本期债券上市安排,0
4、发行人拟变更担保人，或担保人发生重大变化，对债券持有人权益产生重大不利影响的；,0
5、各发言人对每个议案的发言要点；,0
1、截至2018年9月末发行人对外担保情况,0
二、本次募集资金运用计划,0
四、发行人组织结构图及对其他企业的重要权益投资情况,7
2、发行人子公司业务资格和许可,0
（十六）担保情况,0
重大事项提示,1
重大事项提示,1
1、会计政策变更,18
1、在本次债券存续期内，出现下列情形之一的，应当召开债券持有人会议，履行变更受托管理人的程序：,0
五、发行人有息负债情况,19
（三）重要参股公司,8
六、发行人从事主要业务及所处行业情况,15
四、发行人的组织结构及对其他企业的重要权益投资情况,10
二、发行人的组织结构及对其他企业的重要权益投资情况,10
（十）本期债券申请上市的证券交易所：上海证券交易所,0
2、公司的子公司及参股公司情况,7
八、本期债券发行后发行人资产负债结构的变化,0
（二）母公司财务报表,0
三、本次发行前公司股本情况,0
三、发行人控股股东及实际控制人基本情况,5
（二）现任董事、监事、高级管理人员简历及兼职情况,13
十一、发行人所在行业状况,15
（二）发行人董事、监事及高级管理人员的基本情况,12
1、发行人经营方针、经营范围或者生产经营外部条件等发生重大变化；,0
（三）公司参股公司的基本情况,8
十一、发展战略目标,17
（四）会计师事务所：天健会计师事务所（特殊普通合伙）住所：杭州市西溪路128号9楼,0
（一）董事、监事和高级管理人员的基本情况,12
四、最近三年及一期主要财务指标,0
（四）内部管理制度的建立与运行情况,11
8、对下属子公司的管理,0
四、偿债保障措施,3
（二）发行人董事、监事及高级管理人员简历,13
第二节风险因素,2
5、参股公司,8
（六）担保风险,0
1、按照《债券持有人会议规则》召集和主持债券持有人会议；,0
5、项目法人,0
7、提请聘任或解聘公司副经理；,0
四、发行人董事、监事、高级管理人员基本情况,12
3、其他关联方,0
2、四川省交通投资集团有限责任公司,0
六、发行人关联交易情况,16
一、报告期会计政策、会计估计变更、前期差错更正,18
3、项目建设内容,0
三、最近三年的主要财务指标,0
四、发行人未来发展规划,17
（一）发行人主营业务情况概述,14
十一、发行人关联交易情况,16
（六）浙江九州大众律师事务所为本期债券出具的法律意见书；,0
（一）报告期内会计政策变更及其影响,18
（二）董事、高级管理人员从业简历,13
2、合并利润表,0
2、企业内部管理风险,0
（五）发行人所在行业状况,15
2）应付账款,0
（三）发行人主要业务情况,14
五、发行人组织结构和权益投资情况,7
（二）所处行业现状及前景2,15
二、发行人历史沿革,4
（二）董事会成员、监事会成员及高级管理人员简历,13
1、会计政策变更说明,18
4、根据国家税收法律、法规，投资者投资本次债券应缴纳的有关税费由投资者自行承担。,0
二、公司历史沿革,4
八、发行人内部管理制度的建立及运行情况,11
六、发行人关联交易情况,16
（三）发行人主营业务介绍,14
3、本公司重要的联营企业,0
第三节发行人及本期债券的资信状况,0
8、对下属子公司的管理,0
三、发行人控股股东及实际控制人的基本情况,5
六、发行人董事、监事及高级管理人员情况,12
五、发行人有息债务情况,19
（四）发行人风险管理和内部控制,11
3、发行人律师出具的法律意见书；,0
九、发行人公司治理情况,9
1、有色金属行业分析,0
（三）邵东县经济发展情况,0
五、会计政策变更、会计估计变更及会计差错更正,18
四、发行人控股股东和实际控制人情况,5
（二）发行总额：8.7亿元人民币。,0
（一）本期债券偿债计划概况,0
8、原材料价格波动风险,0
（二）债券持有人会议的召集,0
三、本期债券发行及上市安排,0
五、公司所处行业的基本情况,15
6、证券研究咨询业务,0
（二）主要参股公司、合营联营企业及其他重要权益投资情况,8
7、在法律规定许可的范围内对《债券持有人会议规则》的修改作出决议；,0
1）铁路、公路方面,0
（七）平阳县西湾景区滨海游客服务中心建设工程停车场,0
2）航空方面,0
（四）发行人律师事务所,0
重大事项提示,1
8、经营活动现金净流量波动较大风险,0
18、北京中关村科学城创新发展有限公司（以下简称“中关村科学城”）,0
6）其他应收款,0
十五、发行人内部管理制度的建立及运行情况,11
13、委托贷款规模较大的风险,0
4、项目建设进度和资金来源,0
3、福建省交通运输集团有限责任公司,0
三、政策风险,0
2、贸易板块,0
（五）未来业务目标及盈利能力的可持续性,17
第三节风险因素,2
1、会计政策变更,18
（一）发行人的主营业务及所属行业,14
（二）发行人董事、监事、高级管理人员简历,13
四、公司治理和组织结构,9
（三）现任董事、监事、高级管理人员的兼职情况（不包括发行人控股子公司、参股公司）,0
3、证券行业创新转型不断深化，多元化经营模式将日渐显著,0
七、发行人董事、监事、高级管理人员情况,12
五、公司有息债务及本期债券发行后资产负债结构的变化,19
第五节合规经营与独立性,6
（二）经营风险,0
（四）发行人独立性,6
3、ebitda利息保障倍数,0
三、本公司的组织结构及对其他企业的重要权益投资情况,10
三、发行人控股股东及实际控制人的基本情况,5
2）交易性金融资产,0
十、关联方及关联交易情况,16
（二）重大未决诉讼、仲裁或行政处罚情况,20
第二节风险因素,2
十二、发行人内部控制体系,11
（二）募集说明书约定由受托管理人履行的其他职责。,0
（三）重要会计政策变更及变更内容,18
2、公司未决诉讼或仲裁事项,20
一、发行人简介,0
2、偿债计划的人员安排,0
二、发行人历史沿革简介,4
七、关联方及关联交易,16
（三）关联交易事项,16
五、发行人对其他企业的重要权益投资情况,7
8、发行人提出债务重组方案的；,0
（三）2010年合并报表范围及变化原因,0
（三）董事、监事及高级管理人员兼职情况,0
（二）发行人业务基本情况,0
10、保证人、担保物或者其他偿债保障措施发生变更或重大变化；,0
（三）发行人的竞争劣势/挑战,0
6、突发事件引发的经营风险,0
十八、承销方式：承销团余额包销。,0
第七节募集资金运用,0
三、发行人主营业务模式、状况及发展规划,17
二、公司组织结构及控股子公司、分公司和主要参股公司情况,7
（三）发行人2016-2018年经审计的财务报告,0
2、《关联交易管理制度》有关规定：,0
八、发行人所在行业状况,15
2、规模成本优势,0
（1）以债券持有人持有的本期债券提供担保；或,0
（四）本次公司债券发行后发行人资产负债结构的变化,0
1、担保人的基本情况,0
1、对合并口径资产负债结构的影响,0
（二）董事、监事和高级管理人员的从业简历,13
1、本公司股东,0
2、“银证合作”的特色化发展战略,0
（三）公司获得的外部支持力度很大,0
（二）制定《债券持有人会议规则》,0
（一）未来业务目标,17
第七节募集资金运用,0
（九）违约责任,0
十、关联方及关联交易,16
第十四条风险揭示,2
二、发行人对其他企业的重要权益投资情况,7
（一）发行人的主营业务及所属行业,14
十、发行人所处行业现状,15
二、偿债保障措施,3
六、发行人董事、监事、高级管理人员基本情况,12
九、发行人主营业务情况,14
（三）发行人募集资金使用及专项账户运作情况；,0
2、四川省医药集团有限责任公司,0
（七）募集资金专项账户开户银行：中国民生银行股份有限公司成都分行,0
第三条发行概要,0
五、发行人的重要权益投资情况,7
4、偿债能力分析,0
四、控股股东和实际控制人,5
二、信用评级报告的主要事项,0
十一、发行人内部管理制度,11
10、环境保护管理制度,0
重大事项提示,1
5、终止经营,0
3、2018年合并范围的变更情况,0
3、药品招标失败或招标价过低的风险,0
（三）发行人将遵循真实、准确、完整的信息披露原则，按《管理办法》、,0
4、发行人发生未能清偿到期债务的违约情况；,0
（二）未来目标及盈利的可持续性,0
（三）锁定发行人中长期融资成本,0
九、发行人主营业务情况,14
（五）最近三年及一期主要财务指标（合并报表口径）,0
（二）发行人实际控制人情况,5
4）固定资产,0
（五）偿债能力分析,0
（三）合营公司及联营公司情况,8
第二节风险因素,2
九、交易所发行场所：上海证券交易所,0
二、历史沿革,4
（二）债券持有人会议的召集,0
四、发行人控股股东和实际控制人的基本情况,5
（一）发行人重要权益投资情况,8
（三）发行人的独立性,6
（三）传媒及文化板块,0
10、联系电话：028-80587207,0
6、全部债务=长期借款+应付债券+短期借款+应付票据+应付短期债券+一年内到期的非流动负债,0
2、发行人主要的参股公司基本情况,8
2、付息日：本期债券每年的付息日为本期债券发行结束日起每满一年的当日。,0
（三）发行人涉及的重大未决诉讼或仲裁事项,20
（一）发行人纳入合并范围的子公司,0
九、发行人的法人治理结构及其运行情况,9
八、发行人主营业务情况,14
六、有息债务情况,19
（一）资产独立,0
一、发行人主营业务情况,14
（一）发行人公司治理,9
六、发行人董事、监事及高级管理人员情况,12
2、未决诉讼或仲裁事项,20
6、四川省汶川至马尔康高速公路项目,0
三、关联方及关联交易情况,16
（三）未来业务目标及盈利能力的可持续性,17
（二）流动性风险,0
6、会议议事程序，包括债券持有人会议的召集方式、表决方式、表决时间和其他相关事宜；,0
七、有息负债分析,19
（四）规范关联交易的制度安排,0
四、本次债券发行的有关机构,0
三、发行人控股股东及实际控制人情况介绍,5
重大事项提示,1
3、财政补贴政策风险,0
（三）公司经营方针及战略,17
（六）发行人将在三家银行开设募集资金专户，易产生权责划分不清，不利于募集资金监管的情形。,0
3、资产负债率较高的风险,0
七、关联交易,16
（三）发行人2016年财务报表合并范围变动情况,0
一、本期债券发行上市,0
六、公司治理情况、组织结构及权益投资情况,9
第十五条风险揭示,2
九、发行人及实际控制人、董事、监事、高级管理人员违法违规情况,0
（二）内部管理制度的运行情况,11
（二）董事、监事和高级管理人员简历,13
2、发展规划目标,17
4、主要责任人不得调离。,0
二、偿债保障措施,3
一、资信评级机构及其对本次债券的信用评级情况,0
第十三条偿债保证措施,3
（一）本期债券偿债计划概况,0
（一）发行人获得主要贷款银行的授信情况,0
2、内部控制制度,11
三、公司关于合并财务报表范围主要变化的说明,0
八、公司主营业务情况,14
1、能源净化产品及服务,0
四、偿债保障措施,3
二、《债券受托管理协议》的主要内容,0
（二）发行人组织结构图,0
重大事项提示,1
（八）争议解决,0
第二节风险因素,2
六、公司治理情况、组织结构及权益投资情况,9
1、预算管理方面,0
十二、发行人内部管理制度的建立及运行情况,11
3）会议时间和地点；,0
3、在建工程较多导致的项目管理风险,0
（一）发行人的组织架构,10
（二）担保结构,0
（二）发行人控股股东及实际控制人情况,5
5、战略研究部,0
七、公司治理,9
二、历史沿革及股权变动,4
3、会计差错更正,18
（十二）发行人内部控制情况,11
四、公司治理和组织结构,9
3、拟变更、解聘债券受托管理人，或变更债券受托管理协议的主要内容；,0
1、董事,0
一、发行人基本情况,0
九、发行人独立性,6
第二节风险因素,2
五、偿债保障措施,3
7、首期出资未经评估作价的风险,0
八、发行人主营业务情况,14
3、项目建设内容,0
八、发行人所处行业情况,15
（一）参、控股子公司情况,7
八、董事、监事、高级管理人员的基本情况,12
六、发行人主营业务概况,14
5、燃油附加费政策,0
（三）公司未决诉讼或仲裁事项,20
3、假设本期债券募集资金40亿元计入2019年12月31日的资产负债表；,0
三、发行人控股股东与实际控制人,5
（七）中国证券监督管理委员会注册及签发的“证监许可【2020】1791号”文。,0
（三）受托管理人与发行人利害关系情况,0
（二）董事、监事、高级管理人员从业简历及兼职情况,13
2、以下任一事件均构成发行人在《债券受托管理协议》和本期债券项下的违约事件：,0
6、发行人放弃债权或财产，超过上年末净资产的百分之十；,0
（八）《2017年平阳县国资发展有限公司城市停车场建设专项债券债券持有人会议规则》；,0
（六）盈利能力可持续性,0
二、发行人股权结构及重要权益投资情况,7
（二）有息债务结构分析,19
3、债务资本比率=全部债务/（全部债务+所有者权益）；,0
第十五条风险揭示,2
二、公司未决诉讼或仲裁事项,20
五、报告期内公司的主要财务指标及风险控制指标,0
重大事项提示,1
（二）现任董事、监事、高级管理人员主要工作经历,0
五、公司组织结构和对其他企业的重要权益投资情况,7
一、本期债券募集资金数额,0
第二节风险因素,2
二、发行人历史沿革及股本变化情况,4
7、投资决策管理制度,0
四、会计政策变更情况,18
4、技术服务业务,0
2、发行人重要的合营、联营及参股企业情况,8
2、公司新增业务范围引起的管理风险,0
第二节风险因素,2
4、最近三年及一期铝产品的产销情况,0
八、董事、监事、高级管理人员的基本情况,12
（一）设立募集资金和偿债专项账户,0
九、发行人的独立经营情况,6
（一）近三年及一期债务融资的历史主体评级情况,0
一、最近三年财务报告审计情况,0
（二）发债募集资金管理制度,0
（六）评级风险,0
1、生产经营许可或备案情况,0
15、除上述各项外，受托管理人还应当履行以下职责：,0
（四）内外部增信机制、偿债保障措施发生重大变化的，说明基本情况及处理结果；,0
四、公司董事、监事、高级管理人员基本情况,12
4、发行人主要参股公司经营情况介绍如下：,8
6、盐业政策风险,0
8、突发事件应急管理制度（临时）,0
（二）监事,0
9、有权拒绝任何机关和单位向本公司进行的各种不合理摊派，国家有法律规定的除外；,0
（二）与主要客户往来情况,0
（四）公司所处行业基本情况,15
（三）争议解决方式,0
六、发行人所处行业情况,15
（四）所处行业现状和发展分析,15
（三）跟踪评级的有关安排,0
四、公司治理和组织结构,9
2、发行人涉及的较大影响的未决诉讼或仲裁事项,20
第二节风险因素,2
2、关注,0
（五）发行人独立经营情况,6
五、公司所处行业的基本情况,15
（四）发行人董事、监事及高级管理人员持股情况,0
（三）发行人所在行业状况,15
（一）发行人所在行业现状与前景,15
五、发行人有息债务情况以及本次债券发行后资产负债结构的变化,19
第三节风险因素,2
（八）未来业务目标及盈利能力的可持续性分析,17
13、保证人、担保物或者其他偿债保障措施发生重大变化；,0
（一）本公司所在行业状况及面临的主要竞争状况,15
2、具体计划,0
7、受限资产金额较大的风险,0
第五节同业竞争与关联交易,16
（七）申请上市的证券交易所,0
六、发行人公司治理及内部控制情况,11
2、相关风险防范,0
八、发行人主营业务情况,14
（二）董事、监事、高级管理人员持股情况,0
2、未决诉讼或仲裁事项,20
（二）组织结构,10
3、关注,0
（四）本期债券安排所特有的风险,0
5、研发实力优势,0
二、本金的兑付,0
二、历史沿革,4
四、关联交易情况,16
（四）审计机构,0
（二）发行人主要参股公司,8
七、发行人控股股东和实际控制人情况,5
（二）发行人历史沿革,4
（一）公司发展战略,17
（一）有息负债总余额,0
4、环保政策的风险,0
1、在每期债券存续期间内，发生下列情形之一的，应召开债券持有人会议：,0
（六）利益冲突的风险防范机制,0
（二）最近三年及一期母公司会计报表,0
六、发行人主要子公司基本情况,7
6、增信机构、增信措施或者其他偿债保障措施发生重大变化且对债券持有人利益带来重大不利影响；,0
1、正面,0
八、本公司的独立运营情况,6
一、发行人的业务状况,14
4、公司未来的发展规划,17
3、传媒与文化产业行业,0
（二）发行人股东及实际控制人情况,5
（十）平阳县城南片区平塔地段安置房工程停车场,0
重大事项提示,1
四、公司控股股东和实际控制人基本情况,5
第二节风险因素,2
（二）风险管理与内部控制,11
九、发行人及实际控制人、董事、监事、高级管理人员违法违规情况,0
（三）议案、授权及出席,0
3、公司的控股子公司、参股公司,7
（八）平阳县南雁笠湖自驾营地建设工程停车场,0
（三）公司经营方针及战略,17
第二节风险因素,2
（五）发行人经营方针及战略,17
1、项目建设必要性,0
六、公司控股股东和实际控制人基本情况,5
2、暂缓重大对外投资、收购兼并等资本性支出项目的实施；,0
2、电力业务,0
1、牵头主承销商/簿记管理人,0
第三节风险因素,2
（十）关联担保情况,0
四、公司未决诉讼或仲裁事项,20
（五）募集资金投资项目投资规模较大，项目投资成本和项目收入预测依据不足，募投项目不能按时完工的风险。,0
（一）本公司的行业地位,0
4、审慎的风险管理及内部控制,0
（四）发行人内部控制制度,11
（二）发行人的历史沿革及重大股权变动情况,4
（二）未来业务目标及盈利能力的可持续性分析,17
（五）湖南金州律师事务所出具的法律意见书,0
3、关联交易定价政策,0
五、发行人的控股股东及实际控制人情况,5
七、公司组织结构和治理情况,9
（一）发行人获得主要贷款银行的授信情况,0
（二）切实做到专款专用,0
八、公司有息债务情况,19
二、发行人历史沿革,4
第十三条偿债保证措施,3
（一）信息披露机制,0
（四）债券持有人会议的通知,0
2、内部控制遵循原则,0
（二）本公司控股股东情况,5
十、发行人风险控制和内部控制,11
（二）制定债券持有人会议规则,0
1、本公司的母公司,0
（一）董事、监事、高级管理人员的基本情况,12
五、现任董事、监事、高级管理人员基本情况,12
1、2017年度新增的二级子企业情况：,0
重大事项提示,1
三、发行人股东及实际控制人情况,5
六、发行人与本期发行的有关机构、人员的利害关系,0
（三）根据国家税收法律、法规，投资者投资本期债券应缴纳的有关税费由投资者自行承担。,0
（四）关联交易制度及定价机制,0
7、环保风险,0
（二）董事、监事、高级管理人员从业简历,13
十三、公司独立情况,6
（二）对外担保情况,0
1、项目建设必要性,0
5、发行人应当协助海通证券在债券持有人会议召开前取得债权登记日的本次债券持有人名册，并承担相应费用。,0
四、发行人的组织结构及对其他企业的重要权益投资情况,10
第五章合规经营与独立性,6
第二节风险因素,2
八、关联方及关联交易情况,16
17、承销方式：本期债券由主承销商负责组建承销团，以余额包销的的方式承销。,0
2、内部控制,11
3、发行人未来发展规划,17
九、公司所处行业状况及竞争情况,15
（一）发行人所在行业情况,15
四、国浩律师（上海）事务所出具的法律意见书；,0
（三）偿债资金来源,0
1、流动比率=流动资产/流动负债,0
五、有息债务情况,19
第七节募集资金运用,0
9、仁沐新高速,0
十八、内部管理制度的建立及运行情况,11
三、有息债务,19
2、非董事高级管理人员简历,13
（一）发行人的历史沿革及最近三年实际控制人变化情况,4
（一）发行人：珠海联邦制药股份有限公司,0
（三）关联方资金占用,0
8、发行人无法按时偿付本期债券本息时，应当对后续偿债措施作出安排，并及时通知债券持有人。,0
1、最近三年发行人及子公司发行的债券、其他债务融资工具以及偿还情况如下：,0
（一）公司治理结构,9
九、公司所处行业状况及竞争状况,15
1、资产独立,0
四、发行人独立经营情况,6
（十四）平阳经济开发区下桥小区安置房停车场,0
18、除上述各项外，债券受托管理人还应当履行以下职责：,0
（三）争议解决机制,0
（二）债券受托管理人与发行人是否有利害关系,0
（一）华融湘江银行股份有限公司邵东县支行,0
（一）现任董事、监事和高级管理人员的基本情况,12
（一）合并财务报表,0
五、公司所处行业的基本情况,15
2、强化管理,0
四、公司组织结构及权益投资情况,7
11、传真：028-80587313,0
4、品牌优势,0
（一）公司设立情况及重大变更事项,4
（二）主要参股公司、合营联营企业及其他重要权益投资情况,8
5、制订公司增加或者减少注册资本、发行公司债券方案；,0
第二节风险因素,2
（四）发行人内部控制制度的建立和运行情况,11
第五节发行人基本情况,0
2、假设本期债券的募集资金为20亿元，不考虑发行相关费用；,0
（一）发行人所在行业现状和前景,15
4、其他关联方,0
五、信用评级机构：鹏元资信评估有限公司,0
第一节本次发行概况,0
（一）董事、监事与高级管理人员的基本情况,12
2、追踪债券持有人会议决议的实施情况并向债券持有人通报；,0
一、会计报表编制基准及注册会计师意见,0
7、关联方其他应付款公司,0
