,text,label
2432,（三）发行人本部员工基本情况,0
2433,3、假设本期债券募集资金净额20亿元计入2011年3月31日的合并资产负债表；,0
2434,（五）平阳县国发创业大楼停车场,0
2435,（二）法人治理结构及其近三年运行情况,9
2436,6、财务信息披露,0
2437,二、未决诉讼或仲裁,20
2438,（三）资产独立情况,0
2439,2、项目批复,0
2440,2、相关的违约事件已得到救济或被豁免；或,0
2441,3、调减或停发董事和高级管理人员的工资和奖金；,0
2442,2、公司新增业务范围引起的管理风险,0
2443,（二）董事、监事、高级管理人员持股情况,0
2444,第二节本期债券风险因素,2
2445,八、本期债券发行后发行人资产负债结构的变化,0
2446,九、公司所处行业状况及竞争情况,15
2447,5、产品价格波动的风险,0
2448,第二节风险因素,2
2449,2、短期偿债能力风险,0
2450,（一）本次债券违约的情形,0
2451,重大事项提示,1
2452,（二）主承销商,0
2453,（一）为控股子公司提供的担保,0
2454,2、有利于拓宽公司融资渠道，获得较低成本的中长期限资金,0
2455,（一）主营业务概况,14
2456,21、债券担保情况：本期债券由联邦制药国际控股有限公司提供不可撤销连带责任保证担保。,0
2457,2、母公司利润表,0
2458,（一）发行人获得主要贷款银行的授信情况,0
2459,（一）债券受托管理人基本情况,0
2460,五、公司所处行业的基本情况,15
2461,1、项目建设必要性,0
2462,（二）海通证券股份有限公司出具的主承销商核查意见；,0
2463,三、有息债务,19
2464,（二）募集说明书约定由受托管理人履行的其他职责。,0
2465,第十四条风险揭示,2
2466,第十四条风险与对策,2
2467,二、发行人历史沿革简介,4
2468,（一）发行人的组织结构,10
2469,（三）票面金额,0
2470,3、债券受托管理人应当在上述变更生效当日或之前与新任受托管理人办理完毕工作移交手续。,0
2471,六、发行人公司治理及内部控制,11
2472,十一、关联方及关联交易,16
2473,一、发行人主营业务情况,14
2474,7、关联方其他应付款公司,0
2475,一、发行人：平阳县国资发展有限公司。,0
2476,1、经营活动产生的现金流量分析,0
2477,1、良好的股东背景支持,0
2478,3、环保政策的风险,0
2479,五、有息债务分析,19
2480,五、公司组织结构和对其他企业的重要权益投资情况,7
2481,6、四川省盐业总公司,0
2482,（二）发行人的组织结构,10
2483,3、高级管理人员简历,13
2484,2、有重要影响的参股公司、合营企业和联营企业情况,8
2485,九、公司治理结构及运行情况,9
2486,六、发行人承诺,0
2487,（三）现任董事、监事、高级管理人员的兼职情况（不包括发行人控股子公司、参股公司）,0
2488,重大事项提示,1
2489,（五）《债券受托管理协议》；,0
2490,四、发行人组织结构和对其他企业的重要权益投资情况,7
2491,（四）本期债券安排所特有的风险,0
2492,2、主要产品及其用途,0
2493,二、发行人历史沿革,4
2494,第一节发行概况,0
2495,（二）董事、监事、高级管理人员的从业简历,13
2496,（七）顺应我国“中国制造”的发展战略，进一步推进公司由“传统制造”向“智能制造”转型,17
2497,6、突发事件引发的经营风险,0
2498,（四）中诚信证券评估有限公司出具的公司债券信用评级报告；,0
2499,六、发行人主要业务情况,14
2500,五、其他重大事项或风险提示,0
2501,（二）受托管理人的聘任及受托管理协议签订情况,0
2502,2、行业前景,0
2503,4、人力资源管理制度,0
2504,四、偿债保障措施,3
2505,五、发行人独立经营情况,6
2506,五、有息债务和资产抵质押及担保情况,19
2507,七、公司董事、监事及高级管理人员基本情况,12
2508,五、发行人的发展规划,17
2509,（四）内外部增信机制、偿债保障措施发生重大变化的，说明基本情况及处理结果；,0
2510,（三）未来业务目标及盈利能力的可持续性,17
2511,七、发行人董事、监事、高级管理人员基本情况,12
2512,十二、发行人独立性情况,6
2513,四、发行人控股股东及实际控制人基本情况,5
2514,（一）发行人董事、监事及高级管理人员名单,0
2515,第一节释义,0
2516,6、担保人主要资产状况,0
2517,（二）本期债券上市安排,0
2518,（二）发行人2017年财务报表合并范围及变动情况,0
2519,17、发行人应当在债权登记日前，披露付息或者本金兑付等有关事宜。,0
2520,五、发行人对其他企业的重要权益投资情况,7
2521,2、珠海联邦制药股份有限公司中山分公司,0
2522,六、公司所在行业竞争地位,15
2523,第五节发行人基本情况,0
2524,二、最近三年及一期合并报表范围变化的说明,0
2525,七、发行人公司治理,9
2526,（二）与主要客户往来情况,0
2527,五、会计政策变更、会计估计变更及会计差错更正,18
2528,第十四条风险揭示与对策,2
2529,十三、公司独立情况,6
2530,（四）公司主营业务情况,14
2531,一、最近三年的财务报表,0
2532,（四）充分发挥债券受托管理人的作用,0
2533,（一）关联方及关联关系,0
2534,（一）发行人最近三年的审计报告2020年一季度财务报表；,0
2535,4、2020年1-6月新增纳入合并财务报表范围的子公司的变化情况,0
2536,（三）分销商：联讯证券股份有限公司,0
2537,（三）人员独立,0
2538,（二）母公司财务报表,0
2539,（五）会计师事务所：大华会计师事务所（特殊普通合伙）,0
2540,（二）经营风险,0
2541,五、发行人对其他企业的重要权益投资情况,7
2542,2、合规风险,0
2543,七、发行人董事、监事及高级管理人员情况,12
2544,四、发行人重要权益投资情况,7
2545,2、邵东县城市基础设施建设行业发展现状和前景,0
2546,6、证券研究咨询业务,0
2547,1、资产结构分析,0
2548,（八）不可抗力,0
2549,（二）中国证券登记结算有限责任公司上海分公司,0
2550,（一）发行主体：北京市海淀区国有资本经营管理中心。,0
2551,（二）董事、监事、高级管理人员简历,13
2552,10、向公司股东配售的安排：本期债券不安排向公司股东优先配售。,0
2553,九、发行人的独立性,6
2554,六、有息债务情况,19
2555,三、发行人的组织结构设置、公司治理及权益投资情况,10
2556,（三）是公司生产经营正常进行的需要,0
2557,六、控股股东和实际控制人,5
2558,9、加速到期,0
2559,2、已签订的正在或准备履行的重大租赁合同及其财务影响,0
2560,六、发行人的股权结构及权益投资情况,7
2561,（四）发行人的独立性,6
2562,1、期限结构,0
2563,（四）发行人的经营方针及战略,17
2564,三、发行人主营业务模式、状况及发展规划,17
2565,（十六）平阳县水头镇径川东路南侧c03地块农民经济适用房停车场,0
2566,12、连乐铁路,0
2567,一、保证人的基本情况,0
2568,5、ebitda全部债务比=ebitda/全部债务；,0
2569,十一、公司法人治理结构及相关机构运行情况,9
2570,4、项目经营前景情况及与现有业务或发展战略的关系,17
2571,一、发行人主营业务情况,14
2572,（三）公司获得的外部支持力度很大,0
2573,（二）流动性风险,0
2574,（二）所在行业状况,15
2575,六、发行人董事、监事及高级管理人员情况,12
2576,十一、发行人独立性情况,6
2577,（二）近三年发行人经营活动产生的现金流量净额为负，发行人自身现金流情况较差,0
2578,四、发行人组织架构和公司治理,9
2579,1、股权回购承诺,0
2580,（三）债券持有人会议的召集,0
2581,2、发行人未能偿付本次债券的到期利息，且该违约持续超过三十日仍未解除；,0
2582,（一）公司与控股股东及实际控制人的股权关系,5
2583,第十节发行人、中介机构及相关人员声明,0
2584,2、质押资产情况,0
2585,第五节同业竞争与关联交易,16
2586,二、发行人历史沿革简介,4
2587,1）营业总收入分析,0
2588,七、公司主营业务情况,14
2589,五、发行人控股股东和实际控制人,5
2590,3、假设不考虑融资过程中产生的所有由公司承担的相关费用；,0
2591,5、聘请债权代理人和建立债券持有人会议制度，最大程度保护债券持有人利益,0
2592,九、发行人行业地位、竞争优势及业务发展战略,17
2593,一、发行人主营业务情况,14
2594,4、项目建设进度和资金来源,0
2595,（二）关联交易情况,16
2596,二、发行人涉及的未决诉讼或仲裁事项,20
2597,（三）发行人的独立性,6
2598,6、税收优惠优势,0
2599,（一）本期债券发行时间安排,0
2600,2、联席主承销商,0
2601,六、全资子公司及参股公司基本情况,7
2602,（三）工程施工业务,0
2603,1、资本市场发展迎来新机遇，证券公司地位不断提升,0
2604,五、管理层讨论与分析,0
2605,（一）信用评级结论及标识所代表的涵义,0
2606,3、传媒与文化板块,0
2607,一、聘请债权代理人,0
2608,七、发行人所处行业状况,15
2609,（一）本公司所在行业状况及面临的主要竞争状况,15
2610,五、公司治理和组织结构,9
2611,（十）债券登记机构：中国证券登记结算有限责任公司上海分公司,0
2612,二、保荐机构（主承销商）声明,0
2613,（二）募集资金的使用,0
2614,一、本期债券的投资风险,0
2615,（二）债券名称：北京市海淀区国有资本经营管理中心2020年公开发行公司债券（第三期）。,0
2616,（三）中国工商银行股份有限公司邵东支行,0
2617,3、债券持有人会议采取记名方式投票表决。,0
2618,第二节风险因素,2
2619,（八）发行人已签订债权代理协议及制定债券持有人会议规则,0
2620,第十三条偿债保证措施,3
2621,六、发行人有息债务情况,19
2622,（三）证券投资业务,0
2623,（三）关联方资金占用,0
2624,六、公司控股股东及实际控制人基本情况,5
2625,五、公司控股股东和实际控制人基本情况,5
2626,（三）发行人行业地位及竞争优势,0
2627,（二）风险管理与内部控制,11
2628,六、关联方及关联交易情况,16
2629,二、发行人历史沿革,4
2630,一、本次发行已合法、有效地获得目前所需的各项内部批准与授权。,0
2631,2、未决诉讼或仲裁事项,20
2632,（二）实际控制人的基本情况,5
2633,10、对外担保余额较大的风险,0
2634,（二）充实流动资产，提升短期偿债能力,0
2635,四、控股股东和实际控制人,5
2636,1、合并资产负债表,0
2637,2、项目批复,0
2638,十、发行人经营方针及战略,17
2639,九、发行人所在行业状况,15
2640,11、本公司必须服从上级主管部门和政府职能部门的监督管理。,0
2641,2、合并利润表,0
2642,四、公司治理和组织结构,9
2643,四、发行人的股权结构及权益投资情况,7
2644,（四）本期债券安排所特有的风险,0
2645,（一）发行人的主营业务及所属行业,14
2646,（五）公司所处行业的基本情况,15
2647,（四）内部管理制度和运行情况,11
2648,（五）债券受托管理协议,0
2649,一、发行人最近三年的财务报告及审计报告；,0
2650,一、本期债券的信用评级情况,0
2651,1、优势,0
2652,第二节风险因素,2
2653,（七）受托管理人的变更,0
2654,（三）盈利能力分析,0
2655,十三、关联交易情况,16
2656,三、本期偿债保障措施,3
2657,（七）2007年2月，公司第四次股权变更,0
2658,第七节募集资金运用,0
2659,五、募集资金专项账户管理,0
2660,（五）不可抗力风险,0
2661,十五、关联交易情况,16
2662,17、主承销商、债券受托管理人：海通证券股份有限公司。,0
2663,十一、关联交易,16
2664,（七）债券形式,0
2665,（一）可变现资产,0
2666,第六节财务会计分析,0
2667,2、国泰君安证券股份有限公司,0
2668,（四）充分发挥债券受托管理人的作用,0
2669,第十四条风险与对策,2
2670,1、不向股东分配利润；,0
2671,9、突发事件引发的经营风险,0
2672,（一）信用评级结论及标识所代表的涵义,0
2673,（三）海通证券提出书面辞职；,0
2674,三、发行人所在行业现状与前景,15
2675,八、发行人所处行业基本情况,15
2676,四、发行人与本次发行有关的中介机构及其人员的利害关系,0
2677,8、川财证券经纪有限公司,0
2678,（二）发行人的历史沿革及重大股权变动情况,4
2679,（一）合并报表口径主要财务指标,0
2680,重大事项提示,1
2681,三、偿债保障措施,3
2682,二、未决及未了结重大诉讼或仲裁,20
2683,二、本次发行的基本情况及发行条款,0
2684,七、关联交易,16
2685,（四）发行人的发展战略规划与目标,17
2686,第二节风险因素,2
2687,（一）利率风险与对策,0
2688,八、发行人主要业务情况,14
2689,5、水务行业的发展现状和前景,0
2690,六、有息债务分析,19
2691,2、发行人母公司利润来源单一的风险,0
2692,７、营业毛利率=（营业收入-营业成本）/营业收入,0
2693,第十四条风险揭示,2
2694,一、债券受托管理人的聘任,0
2695,五、报告期末的前十大股东情况,5
2696,（一）债券持有人会议的权限范围,0
2697,3、主要参股公司,8
2698,十、公司治理结构及运行情况,9
2699,（二）董事、监事、高级管理人员从业简历,13
2700,（一）会计政策变更,18
2701,三、公司资信情况,0
2702,（二）有无担保的情况下评级结论的差异,0
2703,（九）违约责任,0
2704,（一）治理结构,9
2705,5、假设本期债券于2011年3月31日完成发行。,0
2706,3、其他承诺事项,0
2707,（三）充分发挥债券受托管理人的作用,0
2708,五、发行人控股股东及实际控制人情况,5
2709,9、有权拒绝任何机关和单位向本公司进行的各种不合理摊派，国家有法律规定的除外；,0
2710,四、发行人对其他企业的重要权益投资情况,7
2711,（一）董事,0
2712,第三节发行人及本期债券的资信状况,0
2713,1、发行人对外担保情况,0
2714,五、债券持有人会议决议适用性,0
2715,（五）未来业务目标,17
2716,（一）合并财务报表,0
2717,七、发行人董事、监事、高级管理人员的基本情况,12
2718,一、最近三年财务报告审计情况,0
2719,三、发行人所在行业情况,15
2720,（二）兑付风险与对策,0
2721,十二、发行首日：本期债券发行期限的第1日，即【2020】年【3】月【23】日。,0
2722,6、对下属子公司资产、人员、财务的内部控制方面,0
2723,四、审计机构：,0
2724,八、发行人主营业务情况,14
2725,（一）合并会计报表,0
2726,1、项目建设必要性,0
2727,1、“两票制”对公司影响较小,0
2728,5、假设本期债券于2019年12月31日完成发行。,0
2729,三、公司前十名股东持股情况,0
2730,七、发行人的经营范围及主营业务状况,14
2731,一、重要会计政策变更,18
2732,4、商场竞争风险,0
2733,（五）发行人所在行业状况,15
2734,6、全部债务=长期借款+应付债券+短期借款+应付票据+应付短期债券+一年内到期的非流动负债,0
2735,12、起息日：2017年11月23日。,0
2736,（五）发行人表决权比例超过半数但未纳入合并范围的公司,0
2737,（一）发行人的承诺,0
2738,（一）制定债券持有人会议规则,0
2739,七、发行人治理结构,9
2740,1、能源净化产品及服务,0
2741,1、有息负债明细,0
2742,六、公司治理情况、组织结构及权益投资情况,9
2743,4、制订公司的利润分配方案和弥补亏损方案；,0
2744,3、母公司现金流量表,0
2745,（七）发行人已签订公司债券资金账户监管协议,0
2746,（七）未来业务目标及持续盈利能力,17
2747,一、偿债计划,0
2748,11、在本期债券存续期内，发行人应尽最大合理努力维持债券上市交易。,0
2749,（四）本期发行的基本情况及发行条款,0
2750,（二）会计政策变更,18
2751,（三）发行人管理制度与内部控制体系,11
2752,（二）未来业务目标,17
2753,（二）关联交易,16
2754,重大事项提示,1
2755,九、发行人所在行业状况及前景,15
2756,3）发行人主要资产被查封、扣押、冻结；,0
2757,16、担保情况：本期债券无担保。,0
2758,四、发行人公司治理和组织结构,9
2759,5、发行人应当协助海通证券在债券持有人会议召开前取得债权登记日的本次债券持有人名册，并承担相应费用。,0
2760,一、利息的支付,0
2761,（七）中国证监会核准本次发行的文件,0
2762,（四）公司发展战略与近期经营目标,17
2763,（二）主承销商出具的核查意见；,0
2764,2、非董事高级管理人员简历,13
2765,２、存货周转率=营业成本/存货平均余额,0
2766,1、母公司资产负债表,0
2767,八、债权代理人、监管银行：中国银行股份有限公司平阳县支行,0
2768,五、发行人所处行业的基本情况,15
2769,一、发行人的业务状况,0
2770,七、偿债保障措施,3
2771,20、担保情况：本期债券为无担保债券。,0
2772,（二）债券持有人会议的召集,0
2773,七、发行人组织架构和公司治理,9
2774,7、人力资源部,0
2775,4、巴陕高速,0
2776,四、发行人最近三年及一期的非经常性损益表,0
2777,5、担保人盈利能力与偿债能力分析,0
2778,3）预收款项,0
2779,（五）债券持有人会议的表决、决议及记录,0
2780,四、发行人对其他企业的重要权益投资情况,7
2781,９、总资产收益率=净利润/总资产平均余额,0
2782,2、具体计划,0
2783,（一）发行人：广州市香雪制药股份有限公司,0
2784,1、合并资产负债表,0
2785,4、项目经营前景情况及与现有业务或发展战略的关系,17
2786,（九）平阳县南雁荡山游客服务中心建设工程停车场,0
2787,五、有息债务分析,19
2788,5、盈利能力分析,0
2789,四、偿债保障措施,3
2790,六、发行人法人治理结构,9
2791,一、发行人主营业务情况,14
2792,（三）近三年及一期与主要客户业务往来情况,0
2793,第三节风险因素,2
2794,（一）评级观点,0
2795,（一）重要承诺事项,0
2796,1、经济周期波动风险,0
2797,（十四）平阳经济开发区下桥小区安置房停车场,0
2798,一、债券持有人行使权利的形式,0
2799,一、本期债券的信用评级情况,0
2800,（四）发行人内控制度,11
2801,三、发行人所在行业状况,15
2802,七、发行人有息负债分析,19
2803,1、《债券受托管理协议》的签订、效力、履行、解释及争议的解决应适用中国法律。,0
2804,2、项目批复,0
2805,二、偿债资金主要来源,0
2806,（二）现任董事、监事、高级管理人员简历,13
2807,十一、发行人内部管理制度,11
2808,十、发行人所处行业现状,15
2809,（三）偿债资金来源,0
2810,四、发行人组织结构及对其他企业的重要权益投资情况（一）发行人的组织结构,10
2811,四、发行人的主营业务模式、状况及发展规划,17
2812,（四）公司重大资产重组情况,0
2813,四、控股股东和实际控制人,5
2814,（二）受限资产规模较大、资产流动性较弱的风险与对策,0
2815,1、拟变更债券募集说明书的重要约定；,0
2816,1、未决诉讼或仲裁形成的或有负债及其财务影响,0
2817,（三）关联交易决策权限、决策程序和定价政策,0
2818,（四）发行人内部控制制度,11
2819,（三）制定《债券持有人会议规则》,0
2820,6、当发生对债券持有人权益有重大影响的事项时，对行使债券持有人依法享有权利的方案作出决议；,0
2821,1、对下属子公司管理控制的风险,0
2822,（四）发行人独立性情况,6
2823,七、发行人所处行业状况及竞争优势分析,15
2824,4、累计担保余额及占净资产比例情况,0
2825,七、现任董事、监事和高级管理人员的基本情况,12
2826,第五节同业竞争与关联交易,16
2827,重大事项提示,1
2828,（一）产业政策风险与对策,0
2829,1、经济周期波动风险,0
2830,（1）债券持有人会议授权受托管理人履行的其他职责；,0
2831,2、合并利润表,0
2832,7、利息保障倍数=（利润总额+利息支出-客户资金利息支出）/（利息支出-客户资金利息支出）；,0
2833,（一）发行人治理结构,9
2834,（三）发行人经营方针及战略,17
2835,4、总裁,0
2836,第二节风险因素,2
2837,1、债券受托管理人发出召开债券持有人会议通知的，债券受托管理人是债券持有人会议召集人；,0
2838,九、发行人所处行业的基本状况,15
2839,七、发行人所在行业状况、竞争状况及经营方针及战略,17
2840,第二节发行概况,0
2841,六、有息债务情况,19
2842,第二节风险因素,2
2843,第二节风险因素,2
2844,第二节风险因素,2
2845,1、债券持有人会议有权就下列事项进行审议并作出决议：,0
2846,8）一年内到期的非流动资产,0
2847,十、关联方及关联交易,16
2848,5、商誉减值风险,0
2849,（一）会计政策变更情况,18
2850,一、发行人概况,0
2851,2）召集人、会务负责人姓名及联系方式；,0
2852,二、历史沿革,4
2853,六、发行人未来发展规划,17
2854,三、控股股东和实际控制人基本情况,5
2855,4、技术服务业务,0
2856,二、上市后的交易流通,0
2857,（二）本公司控股股东情况,5
2858,四、偿债保障措施,3
2859,（九）发行人关联交易情况,16
2860,（三）受托管理人与发行人利害关系情况,0
2861,十一、发行人内部管理制度,11
2862,（一）募集资金的存放,0
2863,第十三条偿债保证措施,3
2864,（七）经营方针及战略,17
2865,一、发行人简介,0
2866,2、邵东县土地整理与开发行业的现状和前景,0
2867,7、债券持有人会议召集人应依法、及时发出召开债券持有人会议的通知，及时组织、召开债券持有人会议。,0
2868,3、发行人对参股公司投资情况,8
2869,20、债券受托管理人有权依据债券受托管理协议的规定获得受托管理报酬。,0
2870,重大事项提示,1
2871,（一）期限结构,0
2872,（四）发行人的独立性,6
2873,7、政府补助,0
2874,七、现任董事、监事和高级管理人员的基本情况,12
2875,2、项目建设风险,0
2876,十、发行人法人治理结构及相关机构最近三年内的运行情况,9
2877,九、公司主营业务情况,14
2878,3、上述违约事件发生时，受托管理人行使以下职权：,0
2879,四、公司治理和组织结构,9
2880,（五）保障性住房业务,0
2881,1、公司的市场地位,0
2882,2、人员独立,0
2883,（七）公司的关联交易管理制度,16
2884,3、原材料价格风险,0
2885,7、投票代理委托书应当注明如果债券持有人不作具体指示，债券持有人代理人是否可以按自己的意思表决。,0
2886,（四）营运能力分析,0
2887,（三）偿付风险,0
2888,2、2017年12月31日主要控股子企业情况,0
2889,第五节发行人基本情况,0
2890,（四）发行人所在行业状况,15
2891,六、发行人法人治理结构,9
2892,3、销售模式,0
2893,1、能源净化产品及服务,0
2894,3、其他关联方,0
2895,（三）发行人所涉行业状况,15
2896,2、医药产业政策变动的风险,0
2897,七、发行人董事、监事、高级管理人员的基本情况,12
2898,3、母公司现金流量表,0
2899,3、金融企业不良资产收购处置业务专业要求较高的风险,0
2900,十、发行人内部管理制度的建立及运行情况,11
2901,六、发行人独立性情况,6
2902,（六）盈利能力可持续性,0
2903,十三、发行人董事、监事、高级管理人员的基本情况,12
2904,2、债务偿还压力测算,0
2905,（二）发行人实际控制人情况介绍,5
2906,五、发行人控股股东和实际控制人基本情况,5
2907,1、关联方委托贷款,0
2908,（二）本金的偿付,0
2909,八、发行人的独立性情况,6
2910,（六）融资融券及转融资融券业务,0
2911,（二）公司董事简历,0
2912,（四）内控制度,11
2913,（二）近三年与主要客户发生业务往来时，是否有严重违约现象,0
2914,四、公司治理和组织结构,9
2915,（三）法律意见书；,0
2916,第二节风险因素,2
2917,（二）发行人公司治理情况,9
2918,（一）发行人的设立及简要历史沿革,4
2919,2、公司董事、监事和高级管理人员薪酬情况,0
2920,八、发行人主营业务情况,14
2921,（六）假设本期债券发行在2019年9月30日完成。,0
2922,1、执行出资者的相关决议，并向出资者报告工作；,0
2923,（一）公司所在行业状况,15
2924,12、发行人书面提议召开债券持有人会议；,0
2925,重大事项提示,1
2926,（一）发行人获得主要贷款银行的授信情况,0
2927,三、偿债保障措施,3
2928,1、发行人在行业中的地位,0
2929,五、偿债保障措施,3
2930,1、控股股东、实际控制人,5
2931,（一）董事、监事、高级管理人员基本情况,12
2932,11、在本次债券存续期内，发行人应尽最大合理努力维持债券上市交易。,0
2933,（三）发行人实际控制人情况介绍,5
2934,二、公司历史沿革情况,4
2935,七、发行人独立性,6
2936,十九、承销方式：承销团以余额包销方式进行承销。,0
2937,重大事项提示,1
2938,（二）发行人业务基本情况,0
2939,3、关联交易定价政策,0
2940,（2）珠海联邦制药销售有限公司,0
2941,（二）现任董事、监事、高级管理人员简历,13
2942,4、项目建设进度和资金来源,0
2943,一、正面,0
2944,（七）未来业务目标及盈利可持续性分析,17
2945,三、公司资信情况,0
2946,十、发行人风险控制和内部控制,11
2947,七、发行人公司治理,9
2948,25、募集资金用途：本次发行公司债券的募集资金拟全部用于偿还公司债务和补充流动资金。,0
2949,2、发行人关联交易情况,16
2950,一、发行人主营业务情况,14
2951,1、有色金属行业分析,0
2952,3、发行人在行业中的竞争优势,0
2953,7、在法律规定许可的范围内对《债券持有人会议规则》的修改作出决议；,0
2954,二、偿债保障措施,3
2955,五、发行人重要权益投资情况,7
2956,二、历史沿革,4
2957,1、项目建设必要性,0
2958,十三、公司独立情况,6
2959,一、募集资金总量及用途,0
2960,二、发行人历史沿革简介,4
2961,十六、关联交易情况,16
2962,2、生物制药胰岛素行业,0
2963,六、发行人的组织结构,10
2964,二、偿债保障措施,3
2965,1、会计政策变更,18
2966,三、公司组织结构及对其他企业权益投资情况,7
2967,六、发行人董事、监事和高级管理人员情况,12
2968,（二）评级报告的内容摘要,0
2969,第三节风险因素,2
2970,（三）平阳县自然资源和旅游资源丰富,0
2971,三、公司债券发行核准情况,0
2972,一、公司对外担保情况,0
2973,（三）设立专门的偿付工作小组,0
2974,（八）质押式回购业务,0
2975,重大事项提示,1
2976,1、宏观政策调整风险,0
2977,1、抗生素药品行业,0
2978,（一）公司治理结构,9
2979,3、监事会,0
2980,二、发行人对其他企业的重要权益投资情况,7
2981,5、项目法人,0
2982,4、竞争优势,0
2983,五、偿债保障措施,3
2984,四、发行人控股股东和实际控制人的基本情况,5
2985,2、公路建设及收费,0
2986,（五）发行人经营方针及发展战略,17
2987,1、债券名称：四川发展（控股）有限责任公司公开发行2018年公司债券（第一期）。,0
2988,第四节偿债计划及偿债保障措施,3
2989,4、根据国家税收法律、法规，投资者投资本次债券应缴纳的有关税费由投资者自行承担。,0
2990,重大事项提示,1
2991,（二）所在行业状况,15
2992,（五）约见发行人进行谈话。,0
2993,（四）发行人内部控制制度,11
2994,（三）发行人控股股东和实际控制人股权受限情况,5
2995,（二）现金流量分析,0
2996,（二）重大会计政策变更,18
2997,六、发行人控股股东和实际控制人基本情况,5
2998,（七）附则,0
2999,（六）评级风险,0
3000,七、关联方及关联交易,16
3001,十、债券托管方式：本期债券在中央国债登记公司进行总登记托管，在中国证券登记公司上海分公司分托管。,0
3002,第二节风险因素,2
3003,一、发行人近三年主要财务数据,0
3004,三、发行人股东及实际控制人情况,5
3005,1、合并报表资产规模超万亿元,0
3006,（一）发行人获得主要贷款银行的授信情况,0
3007,3、现金流量分析,0
3008,二、发行人的组织结构及对其他企业的重要权益投资情况,10
3009,第二节风险因素,2
3010,4、2013年发行人向激励对象授出预留限制性股票,0
3011,8、市场竞争加剧风险,0
3012,（三）公司内部控制制度情况,11
3013,2、投资活动产生的现金流量分析,0
3014,第五章合规经营与独立性,6
3015,三、公司组织结构和权益投资情况,7
3016,（四）发行人所在主要行业状况和环境,15
3017,（四）发行人所在行业状况,15
3018,（二）担保结构,0
3019,（十六）担保情况,0
3020,八、发行人所在行业状况,15
3021,（四）公司主营业务情况,14
3022,4、项目建设进度和资金来源,0
3023,（三）主要参股公司基本情况,8
3024,4、突发事件引发公司治理结构突然变化的风险,0
3025,第四节偿债计划及偿债保障措施,3
3026,2、负债结构,0
3027,3、召开会议的日期、具体时间、地点；,0
3028,1、会计政策变更,18
3029,5）其他应付款,0
3030,二、与行业相关的风险与对策,0
3031,（一）2018年12月31日纳入合并报表范围的子公司的基本情况,0
3032,3、担保人的资信情况,0
3033,（三）评级报告的主要内容,0
3034,16、除上述各项外，海通证券还应当履行以下职责：,0
3035,6、短期偿债压力较大的风险,0
3036,4、操作风险,0
3037,4、经营管理层,0
3038,第二节风险因素,2
3039,（三）公司对外担保情况,0
3040,（三）未决诉讼或仲裁,20
3041,八、发行人业务发展战略及目标,17
3042,十二、发行人内部管理制度建立和运行情况,11
3043,八、发行人未决诉讼或仲裁事项,20
3044,四、发行人独立经营情况,6
3045,1、债券持有人会议通知应至少于会议召开前15日以公告形式向全体本期债券持有人及有关出席对象发出。,0
3046,5、根据国家税收法律、法规，投资者投资本期债券应缴纳的有关税金由投资者自行承担。,0
3047,（七）募集资金专户及偿债资金账户银行,0
3048,释义,0
3049,第二节风险因素,2
3050,七、发行人的控股股东和实际控制人的基本情况,5
3051,四、控股股东和实际控制人,5
3052,1、项目建设必要性,0
3053,1、会计政策变更及影响,18
3054,三、发行人控股股东及实际控制人的基本情况,5
3055,第十五条风险揭示,2
3056,1）发行人经营方针、经营范围或生产经营外部条件等发生重大变化；,0
3057,三、发行人有息负债情况,19
3058,13、发行人应当履行受托管理协议、募集说明书及法律、法规和规则规定的其他义务。,0
3059,（一）发行人股本结构,0
3060,三、公司控股股东和实际控制人情况,5
3061,1、项目建设必要性,0
3062,第三节风险因素,2
3063,四、偿债保障措施,3
3064,二、发行人历史沿革简介,4
3065,（五）累计公司债券余额及其占发行人最近一期净资产的比例,0
3066,第二章风险因素,2
3067,六、发行人主营业务情况,14
3068,（二）债券持有人会议召开的情形,0
3069,13、发行人拟变更募集说明书的约定；,0
3070,3、关联方借款到期无法回收的风险,0
3071,（五）经济周期风险与对策,0
3072,5、项目法人,0
3073,3、发行人主要资产被查封、扣押、冻结；,0
3074,3、其他高级管理人员简历,13
3075,一、本期债券的信用评级情况,0
3076,六、发行人董事、监事及高级管理人员基本情况,12
3077,（三）公司独立性情况,6
3078,二、历史沿革,4
3079,12、跨国货款回收和汇率风险,0
3080,（二）2016-2018年经审计的利润表简表（完整的利润表见附表三）,0
3081,二、发行人的设立及历史沿革,4
3082,3、人力资源风险,0
3083,十四、关联交易,16
3084,三、本期债券发行及上市安排,0
3085,（三）发行人面临的主要竞争状况、经营方针及战略,17
3086,（四）发行人律师,0
3087,12、邮政编码：610041,0
3088,（七）所在行业上下游产业链情况,15
3089,四、本期债券发行的有关机构,0
3090,第十三条偿债保证措施,3
3091,五、发行人控股股东和实际控制人的基本情况,5
3092,七、公司董事、监事及高级管理人员基本情况,12
3093,三、最近三年公司财务报表合并范围变化情况,0
3094,六、发行人董事、监事、高级管理人员的基本情况,12
3095,二、重大未决诉讼或仲裁,20
3096,1、牵头主承销商/簿记管理人,0
3097,（一）受托管理人的名称和基本情况,0
3098,2、债券持有人应当履行下列义务：,0
3099,2、发行人在行业中的竞争优势,0
3100,（二）现任董事、监事、高级管理人员简历,13
3101,六、发行人法人治理结构及其运行情况,9
